x,y,reservoirThickness,shale1Thickness,aquifer1Thickness,shale2Thickness,aquifer2Thickness,shale3Thickness
13000,11000,58.5,283.25,95.75,192.25,204.5,343.75
14000,11000,59.5,288.25,98.25,193.5,203.5,342.5
15000,11000,60.5,293.25,100.75,194.75,202.5,341.25
16000,11000,61.5,298.25,103.25,196.0,201.5,340.0
17000,11000,62.5,303.25,105.75,197.25,200.5,338.75
18000,11000,63.5,308.25,108.25,198.5,199.5,337.5
19000,11000,64.5,313.25,110.75,199.75,198.5,336.25
20000,11000,65.5,318.25,113.25,201.0,197.5,335.0
21000,11000,66.5,323.25,115.75,202.25,196.5,333.75
22000,11000,67.5,328.25,118.25,203.5,195.5,332.5
23000,11000,68.5,333.25,120.75,204.75,194.5,331.25
24000,11000,69.5,338.25,123.25,206.0,193.5,330.0
25000,11000,70.5,343.25,125.75,207.25,192.5,328.75
26000,11000,71.5,348.25,128.25,208.5,191.5,327.5
27000,11000,72.5,353.25,130.75,209.75,190.5,326.25
28000,11000,73.5,358.25,133.25,211.0,189.5,325.0
29000,11000,74.5,363.25,135.75,212.25,188.5,323.75
30000,11000,75.5,368.25,138.25,213.5,187.5,322.5
31000,11000,76.5,373.25,140.75,214.75,186.5,321.25
32000,11000,77.5,378.25,143.25,216.0,185.5,320.0
33000,11000,78.5,383.25,145.75,217.25,184.5,318.75
34000,11000,79.5,388.25,148.25,218.5,183.5,317.5
35000,11000,80.5,393.25,150.75,219.75,182.5,316.25
36000,11000,81.5,398.25,153.25,221.0,181.5,315.0
37000,11000,82.5,403.25,155.75,222.25,180.5,313.75
38000,11000,83.5,408.25,158.25,223.5,179.5,312.5
39000,11000,84.5,413.25,160.75,224.75,178.5,311.25
40000,11000,85.5,418.25,163.25,226.0,177.5,310.0
0,12000,46.0,219.0,64.0,177.0,215.0,355.0
1000,12000,47.0,224.0,66.5,178.25,214.0,353.75
2000,12000,48.0,229.0,69.0,179.5,213.0,352.5
3000,12000,49.0,234.0,71.5,180.75,212.0,351.25
4000,12000,50.0,239.0,74.0,182.0,211.0,350.0
5000,12000,51.0,244.0,76.5,183.25,210.0,348.75
6000,12000,52.0,249.0,79.0,184.5,209.0,347.5
7000,12000,53.0,254.0,81.5,185.75,208.0,346.25
8000,12000,54.0,259.0,84.0,187.0,207.0,345.0
9000,12000,55.0,264.0,86.5,188.25,206.0,343.75
10000,12000,56.0,269.0,89.0,189.5,205.0,342.5
11000,12000,57.0,274.0,91.5,190.75,204.0,341.25
12000,12000,58.0,279.0,94.0,192.0,203.0,340.0
13000,12000,59.0,284.0,96.5,193.25,202.0,338.75
14000,12000,60.0,289.0,99.0,194.5,201.0,337.5
15000,12000,61.0,294.0,101.5,195.75,200.0,336.25
16000,12000,62.0,299.0,104.0,197.0,199.0,335.0
17000,12000,63.0,304.0,106.5,198.25,198.0,333.75
18000,12000,64.0,309.0,109.0,199.5,197.0,332.5
19000,12000,65.0,314.0,111.5,200.75,196.0,331.25
20000,12000,66.0,319.0,114.0,202.0,195.0,330.0
21000,12000,67.0,324.0,116.5,203.25,194.0,328.75
22000,12000,68.0,329.0,119.0,204.5,193.0,327.5
23000,12000,69.0,334.0,121.5,205.75,192.0,326.25
24000,12000,70.0,339.0,124.0,207.0,191.0,325.0
25000,12000,71.0,344.0,126.5,208.25,190.0,323.75
26000,12000,72.0,349.0,129.0,209.5,189.0,322.5
27000,12000,73.0,354.0,131.5,210.75,188.0,321.25
28000,12000,74.0,359.0,134.0,212.0,187.0,320.0
29000,12000,75.0,364.0,136.5,213.25,186.0,318.75
30000,12000,76.0,369.0,139.0,214.5,185.0,317.5
31000,12000,77.0,374.0,141.5,215.75,184.0,316.25
32000,12000,78.0,379.0,144.0,217.0,183.0,315.0
33000,12000,79.0,384.0,146.5,218.25,182.0,313.75
34000,12000,80.0,389.0,149.0,219.5,181.0,312.5
35000,12000,81.0,394.0,151.5,220.75,180.0,311.25
36000,12000,82.0,399.0,154.0,222.0,179.0,310.0
37000,12000,83.0,404.0,156.5,223.25,178.0,308.75
38000,12000,84.0,409.0,159.0,224.5,177.0,307.5
39000,12000,85.0,414.0,161.5,225.75,176.0,306.25
40000,12000,86.0,419.0,164.0,227.0,175.0,305.0
0,13000,46.5,219.75,64.75,178.0,212.5,350.0
1000,13000,47.5,224.75,67.25,179.25,211.5,348.75
2000,13000,48.5,229.75,69.75,180.5,210.5,347.5
3000,13000,49.5,234.75,72.25,181.75,209.5,346.25
4000,13000,50.5,239.75,74.75,183.0,208.5,345.0
5000,13000,51.5,244.75,77.25,184.25,207.5,343.75
6000,13000,52.5,249.75,79.75,185.5,206.5,342.5
7000,13000,53.5,254.75,82.25,186.75,205.5,341.25
8000,13000,54.5,259.75,84.75,188.0,204.5,340.0
9000,13000,55.5,264.75,87.25,189.25,203.5,338.75
10000,13000,56.5,269.75,89.75,190.5,202.5,337.5
11000,13000,57.5,274.75,92.25,191.75,201.5,336.25
12000,13000,58.5,279.75,94.75,193.0,200.5,335.0
13000,13000,59.5,284.75,97.25,194.25,199.5,333.75
14000,13000,60.5,289.75,99.75,195.5,198.5,332.5
15000,13000,61.5,294.75,102.25,196.75,197.5,331.25
16000,13000,62.5,299.75,104.75,198.0,196.5,330.0
17000,13000,63.5,304.75,107.25,199.25,195.5,328.75
18000,13000,64.5,309.75,109.75,200.5,194.5,327.5
19000,13000,65.5,314.75,112.25,201.75,193.5,326.25
20000,13000,66.5,319.75,114.75,203.0,192.5,325.0
21000,13000,67.5,324.75,117.25,204.25,191.5,323.75
22000,13000,68.5,329.75,119.75,205.5,190.5,322.5
23000,13000,69.5,334.75,122.25,206.75,189.5,321.25
24000,13000,70.5,339.75,124.75,208.0,188.5,320.0
25000,13000,71.5,344.75,127.25,209.25,187.5,318.75
26000,13000,72.5,349.75,129.75,210.5,186.5,317.5
27000,13000,73.5,354.75,132.25,211.75,185.5,316.25
28000,13000,74.5,359.75,134.75,213.0,184.5,315.0
29000,13000,75.5,364.75,137.25,214.25,183.5,313.75
30000,13000,76.5,369.75,139.75,215.5,182.5,312.5
31000,13000,77.5,374.75,142.25,216.75,181.5,311.25
32000,13000,78.5,379.75,144.75,218.0,180.5,310.0
33000,13000,79.5,384.75,147.25,219.25,179.5,308.75
34000,13000,80.5,389.75,149.75,220.5,178.5,307.5
35000,13000,81.5,394.75,152.25,221.75,177.5,306.25
36000,13000,82.5,399.75,154.75,223.0,176.5,305.0
37000,13000,83.5,404.75,157.25,224.25,175.5,303.75
38000,13000,84.5,409.75,159.75,225.5,174.5,302.5
39000,13000,85.5,414.75,162.25,226.75,173.5,301.25
40000,13000,86.5,419.75,164.75,228.0,172.5,300.0
0,14000,47.0,220.5,65.5,179.0,210.0,345.0
1000,14000,48.0,225.5,68.0,180.25,209.0,343.75
2000,14000,49.0,230.5,70.5,181.5,208.0,342.5
3000,14000,50.0,235.5,73.0,182.75,207.0,341.25
4000,14000,51.0,240.5,75.5,184.0,206.0,340.0
5000,14000,52.0,245.5,78.0,185.25,205.0,338.75
6000,14000,53.0,250.5,80.5,186.5,204.0,337.5
7000,14000,54.0,255.5,83.0,187.75,203.0,336.25
8000,14000,55.0,260.5,85.5,189.0,202.0,335.0
9000,14000,56.0,265.5,88.0,190.25,201.0,333.75
10000,14000,57.0,270.5,90.5,191.5,200.0,332.5
11000,14000,58.0,275.5,93.0,192.75,199.0,331.25
12000,14000,59.0,280.5,95.5,194.0,198.0,330.0
13000,14000,60.0,285.5,98.0,195.25,197.0,328.75
14000,14000,61.0,290.5,100.5,196.5,196.0,327.5
15000,14000,62.0,295.5,103.0,197.75,195.0,326.25
16000,14000,63.0,300.5,105.5,199.0,194.0,325.0
17000,14000,64.0,305.5,108.0,200.25,193.0,323.75
18000,14000,65.0,310.5,110.5,201.5,192.0,322.5
19000,14000,66.0,315.5,113.0,202.75,191.0,321.25
20000,14000,67.0,320.5,115.5,204.0,190.0,320.0
21000,14000,68.0,325.5,118.0,205.25,189.0,318.75
22000,14000,69.0,330.5,120.5,206.5,188.0,317.5
23000,14000,70.0,335.5,123.0,207.75,187.0,316.25
24000,14000,71.0,340.5,125.5,209.0,186.0,315.0
25000,14000,72.0,345.5,128.0,210.25,185.0,313.75
26000,14000,73.0,350.5,130.5,211.5,184.0,312.5
27000,14000,74.0,355.5,133.0,212.75,183.0,311.25
28000,14000,75.0,360.5,135.5,214.0,182.0,310.0
29000,14000,76.0,365.5,138.0,215.25,181.0,308.75
30000,14000,77.0,370.5,140.5,216.5,180.0,307.5
31000,14000,78.0,375.5,143.0,217.75,179.0,306.25
32000,14000,79.0,380.5,145.5,219.0,178.0,305.0
33000,14000,80.0,385.5,148.0,220.25,177.0,303.75
34000,14000,81.0,390.5,150.5,221.5,176.0,302.5
35000,14000,82.0,395.5,153.0,222.75,175.0,301.25
36000,14000,83.0,400.5,155.5,224.0,174.0,300.0
37000,14000,84.0,405.5,158.0,225.25,173.0,298.75
38000,14000,85.0,410.5,160.5,226.5,172.0,297.5
39000,14000,86.0,415.5,163.0,227.75,171.0,296.25
40000,14000,87.0,420.5,165.5,229.0,170.0,295.0
0,15000,47.5,221.25,66.25,180.0,207.5,340.0
1000,15000,48.5,226.25,68.75,181.25,206.5,338.75
2000,15000,49.5,231.25,71.25,182.5,205.5,337.5
3000,15000,50.5,236.25,73.75,183.75,204.5,336.25
4000,15000,51.5,241.25,76.25,185.0,203.5,335.0
5000,15000,52.5,246.25,78.75,186.25,202.5,333.75
6000,15000,53.5,251.25,81.25,187.5,201.5,332.5
7000,15000,54.5,256.25,83.75,188.75,200.5,331.25
8000,15000,55.5,261.25,86.25,190.0,199.5,330.0
9000,15000,56.5,266.25,88.75,191.25,198.5,328.75
10000,15000,57.5,271.25,91.25,192.5,197.5,327.5
11000,15000,58.5,276.25,93.75,193.75,196.5,326.25
12000,15000,59.5,281.25,96.25,195.0,195.5,325.0
13000,15000,60.5,286.25,98.75,196.25,194.5,323.75
14000,15000,61.5,291.25,101.25,197.5,193.5,322.5
15000,15000,62.5,296.25,103.75,198.75,192.5,321.25
16000,15000,63.5,301.25,106.25,200.0,191.5,320.0
17000,15000,64.5,306.25,108.75,201.25,190.5,318.75
18000,15000,65.5,311.25,111.25,202.5,189.5,317.5
19000,15000,66.5,316.25,113.75,203.75,188.5,316.25
20000,15000,67.5,321.25,116.25,205.0,187.5,315.0
21000,15000,68.5,326.25,118.75,206.25,186.5,313.75
22000,15000,69.5,331.25,121.25,207.5,185.5,312.5
23000,15000,70.5,336.25,123.75,208.75,184.5,311.25
24000,15000,71.5,341.25,126.25,210.0,183.5,310.0
25000,15000,72.5,346.25,128.75,211.25,182.5,308.75
26000,15000,73.5,351.25,131.25,212.5,181.5,307.5
27000,15000,74.5,356.25,133.75,213.75,180.5,306.25
28000,15000,75.5,361.25,136.25,215.0,179.5,305.0
29000,15000,76.5,366.25,138.75,216.25,178.5,303.75
30000,15000,77.5,371.25,141.25,217.5,177.5,302.5
31000,15000,78.5,376.25,143.75,218.75,176.5,301.25
32000,15000,79.5,381.25,146.25,220.0,175.5,300.0
33000,15000,80.5,386.25,148.75,221.25,174.5,298.75
34000,15000,81.5,391.25,151.25,222.5,173.5,297.5
35000,15000,82.5,396.25,153.75,223.75,172.5,296.25
36000,15000,83.5,401.25,156.25,225.0,171.5,295.0
37000,15000,84.5,406.25,158.75,226.25,170.5,293.75
38000,15000,85.5,411.25,161.25,227.5,169.5,292.5
39000,15000,86.5,416.25,163.75,228.75,168.5,291.25
40000,15000,87.5,421.25,166.25,230.0,167.5,290.0
0,16000,48.0,222.0,67.0,181.0,205.0,335.0
1000,16000,49.0,227.0,69.5,182.25,204.0,333.75
2000,16000,50.0,232.0,72.0,183.5,203.0,332.5
3000,16000,51.0,237.0,74.5,184.75,202.0,331.25
4000,16000,52.0,242.0,77.0,186.0,201.0,330.0
5000,16000,53.0,247.0,79.5,187.25,200.0,328.75
6000,16000,54.0,252.0,82.0,188.5,199.0,327.5
7000,16000,55.0,257.0,84.5,189.75,198.0,326.25
8000,16000,56.0,262.0,87.0,191.0,197.0,325.0
9000,16000,57.0,267.0,89.5,192.25,196.0,323.75
10000,16000,58.0,272.0,92.0,193.5,195.0,322.5
11000,16000,59.0,277.0,94.5,194.75,194.0,321.25
12000,16000,60.0,282.0,97.0,196.0,193.0,320.0
13000,16000,61.0,287.0,99.5,197.25,192.0,318.75
14000,16000,62.0,292.0,102.0,198.5,191.0,317.5
15000,16000,63.0,297.0,104.5,199.75,190.0,316.25
16000,16000,64.0,302.0,107.0,201.0,189.0,315.0
17000,16000,65.0,307.0,109.5,202.25,188.0,313.75
18000,16000,66.0,312.0,112.0,203.5,187.0,312.5
19000,16000,67.0,317.0,114.5,204.75,186.0,311.25
20000,16000,68.0,322.0,117.0,206.0,185.0,310.0
21000,16000,69.0,327.0,119.5,207.25,184.0,308.75
22000,16000,70.0,332.0,122.0,208.5,183.0,307.5
23000,16000,71.0,337.0,124.5,209.75,182.0,306.25
24000,16000,72.0,342.0,127.0,211.0,181.0,305.0
25000,16000,73.0,347.0,129.5,212.25,180.0,303.75
26000,16000,74.0,352.0,132.0,213.5,179.0,302.5
27000,16000,75.0,357.0,134.5,214.75,178.0,301.25
28000,16000,76.0,362.0,137.0,216.0,177.0,300.0
29000,16000,77.0,367.0,139.5,217.25,176.0,298.75
30000,16000,78.0,372.0,142.0,218.5,175.0,297.5
31000,16000,79.0,377.0,144.5,219.75,174.0,296.25
32000,16000,80.0,382.0,147.0,221.0,173.0,295.0
33000,16000,81.0,387.0,149.5,222.25,172.0,293.75
34000,16000,82.0,392.0,152.0,223.5,171.0,292.5
35000,16000,83.0,397.0,154.5,224.75,170.0,291.25
36000,16000,84.0,402.0,157.0,226.0,169.0,290.0
37000,16000,85.0,407.0,159.5,227.25,168.0,288.75
38000,16000,86.0,412.0,162.0,228.5,167.0,287.5
39000,16000,87.0,417.0,164.5,229.75,166.0,286.25
40000,16000,88.0,422.0,167.0,231.0,165.0,285.0
0,17000,48.5,222.75,67.75,182.0,202.5,330.0
1000,17000,49.5,227.75,70.25,183.25,201.5,328.75
2000,17000,50.5,232.75,72.75,184.5,200.5,327.5
3000,17000,51.5,237.75,75.25,185.75,199.5,326.25
4000,17000,52.5,242.75,77.75,187.0,198.5,325.0
5000,17000,53.5,247.75,80.25,188.25,197.5,323.75
6000,17000,54.5,252.75,82.75,189.5,196.5,322.5
7000,17000,55.5,257.75,85.25,190.75,195.5,321.25
8000,17000,56.5,262.75,87.75,192.0,194.5,320.0
9000,17000,57.5,267.75,90.25,193.25,193.5,318.75
10000,17000,58.5,272.75,92.75,194.5,192.5,317.5
11000,17000,59.5,277.75,95.25,195.75,191.5,316.25
12000,17000,60.5,282.75,97.75,197.0,190.5,315.0
13000,17000,61.5,287.75,100.25,198.25,189.5,313.75
14000,17000,62.5,292.75,102.75,199.5,188.5,312.5
15000,17000,63.5,297.75,105.25,200.75,187.5,311.25
16000,17000,64.5,302.75,107.75,202.0,186.5,310.0
17000,17000,65.5,307.75,110.25,203.25,185.5,308.75
18000,17000,66.5,312.75,112.75,204.5,184.5,307.5
19000,17000,67.5,317.75,115.25,205.75,183.5,306.25
20000,17000,68.5,322.75,117.75,207.0,182.5,305.0
21000,17000,69.5,327.75,120.25,208.25,181.5,303.75
22000,17000,70.5,332.75,122.75,209.5,180.5,302.5
23000,17000,71.5,337.75,125.25,210.75,179.5,301.25
24000,17000,72.5,342.75,127.75,212.0,178.5,300.0
25000,17000,73.5,347.75,130.25,213.25,177.5,298.75
26000,17000,74.5,352.75,132.75,214.5,176.5,297.5
27000,17000,75.5,357.75,135.25,215.75,175.5,296.25
28000,17000,76.5,362.75,137.75,217.0,174.5,295.0
29000,17000,77.5,367.75,140.25,218.25,173.5,293.75
30000,17000,78.5,372.75,142.75,219.5,172.5,292.5
31000,17000,79.5,377.75,145.25,220.75,171.5,291.25
32000,17000,80.5,382.75,147.75,222.0,170.5,290.0
33000,17000,81.5,387.75,150.25,223.25,169.5,288.75
34000,17000,82.5,392.75,152.75,224.5,168.5,287.5
35000,17000,83.5,397.75,155.25,225.75,167.5,286.25
36000,17000,84.5,402.75,157.75,227.0,166.5,285.0
37000,17000,85.5,407.75,160.25,228.25,165.5,283.75
38000,17000,86.5,412.75,162.75,229.5,164.5,282.5
39000,17000,87.5,417.75,165.25,230.75,163.5,281.25
40000,17000,88.5,422.75,167.75,232.0,162.5,280.0
0,18000,49.0,223.5,68.5,183.0,200.0,325.0
1000,18000,50.0,228.5,71.0,184.25,199.0,323.75
2000,18000,51.0,233.5,73.5,185.5,198.0,322.5
3000,18000,52.0,238.5,76.0,186.75,197.0,321.25
4000,18000,53.0,243.5,78.5,188.0,196.0,320.0
5000,18000,54.0,248.5,81.0,189.25,195.0,318.75
6000,18000,55.0,253.5,83.5,190.5,194.0,317.5
7000,18000,56.0,258.5,86.0,191.75,193.0,316.25
8000,18000,57.0,263.5,88.5,193.0,192.0,315.0
9000,18000,58.0,268.5,91.0,194.25,191.0,313.75
10000,18000,59.0,273.5,93.5,195.5,190.0,312.5
11000,18000,60.0,278.5,96.0,196.75,189.0,311.25
12000,18000,61.0,283.5,98.5,198.0,188.0,310.0
13000,18000,62.0,288.5,101.0,199.25,187.0,308.75
14000,18000,63.0,293.5,103.5,200.5,186.0,307.5
15000,18000,64.0,298.5,106.0,201.75,185.0,306.25
16000,18000,65.0,303.5,108.5,203.0,184.0,305.0
17000,18000,66.0,308.5,111.0,204.25,183.0,303.75
18000,18000,67.0,313.5,113.5,205.5,182.0,302.5
19000,18000,68.0,318.5,116.0,206.75,181.0,301.25
20000,18000,69.0,323.5,118.5,208.0,180.0,300.0
21000,18000,70.0,328.5,121.0,209.25,179.0,298.75
22000,18000,71.0,333.5,123.5,210.5,178.0,297.5
23000,18000,72.0,338.5,126.0,211.75,177.0,296.25
24000,18000,73.0,343.5,128.5,213.0,176.0,295.0
25000,18000,74.0,348.5,131.0,214.25,175.0,293.75
26000,18000,75.0,353.5,133.5,215.5,174.0,292.5
27000,18000,76.0,358.5,136.0,216.75,173.0,291.25
28000,18000,77.0,363.5,138.5,218.0,172.0,290.0
29000,18000,78.0,368.5,141.0,219.25,171.0,288.75
30000,18000,79.0,373.5,143.5,220.5,170.0,287.5
31000,18000,80.0,378.5,146.0,221.75,169.0,286.25
32000,18000,81.0,383.5,148.5,223.0,168.0,285.0
33000,18000,82.0,388.5,151.0,224.25,167.0,283.75
34000,18000,83.0,393.5,153.5,225.5,166.0,282.5
35000,18000,84.0,398.5,156.0,226.75,165.0,281.25
36000,18000,85.0,403.5,158.5,228.0,164.0,280.0
37000,18000,86.0,408.5,161.0,229.25,163.0,278.75
38000,18000,87.0,413.5,163.5,230.5,162.0,277.5
39000,18000,88.0,418.5,166.0,231.75,161.0,276.25
40000,18000,89.0,423.5,168.5,233.0,160.0,275.0
0,19000,49.5,224.25,69.25,184.0,197.5,320.0
1000,19000,50.5,229.25,71.75,185.25,196.5,318.75
2000,19000,51.5,234.25,74.25,186.5,195.5,317.5
3000,19000,52.5,239.25,76.75,187.75,194.5,316.25
4000,19000,53.5,244.25,79.25,189.0,193.5,315.0
5000,19000,54.5,249.25,81.75,190.25,192.5,313.75
6000,19000,55.5,254.25,84.25,191.5,191.5,312.5
7000,19000,56.5,259.25,86.75,192.75,190.5,311.25
8000,19000,57.5,264.25,89.25,194.0,189.5,310.0
9000,19000,58.5,269.25,91.75,195.25,188.5,308.75
10000,19000,59.5,274.25,94.25,196.5,187.5,307.5
11000,19000,60.5,279.25,96.75,197.75,186.5,306.25
12000,19000,61.5,284.25,99.25,199.0,185.5,305.0
13000,19000,62.5,289.25,101.75,200.25,184.5,303.75
14000,19000,63.5,294.25,104.25,201.5,183.5,302.5
15000,19000,64.5,299.25,106.75,202.75,182.5,301.25
16000,19000,65.5,304.25,109.25,204.0,181.5,300.0
17000,19000,66.5,309.25,111.75,205.25,180.5,298.75
18000,19000,67.5,314.25,114.25,206.5,179.5,297.5
19000,19000,68.5,319.25,116.75,207.75,178.5,296.25
20000,19000,69.5,324.25,119.25,209.0,177.5,295.0
21000,19000,70.5,329.25,121.75,210.25,176.5,293.75
22000,19000,71.5,334.25,124.25,211.5,175.5,292.5
23000,19000,72.5,339.25,126.75,212.75,174.5,291.25
24000,19000,73.5,344.25,129.25,214.0,173.5,290.0
25000,19000,74.5,349.25,131.75,215.25,172.5,288.75
26000,19000,75.5,354.25,134.25,216.5,171.5,287.5
27000,19000,76.5,359.25,136.75,217.75,170.5,286.25
28000,19000,77.5,364.25,139.25,219.0,169.5,285.0
29000,19000,78.5,369.25,141.75,220.25,168.5,283.75
30000,19000,79.5,374.25,144.25,221.5,167.5,282.5
31000,19000,80.5,379.25,146.75,222.75,166.5,281.25
32000,19000,81.5,384.25,149.25,224.0,165.5,280.0
33000,19000,82.5,389.25,151.75,225.25,164.5,278.75
34000,19000,83.5,394.25,154.25,226.5,163.5,277.5
35000,19000,84.5,399.25,156.75,227.75,162.5,276.25
36000,19000,85.5,404.25,159.25,229.0,161.5,275.0
37000,19000,86.5,409.25,161.75,230.25,160.5,273.75
38000,19000,87.5,414.25,164.25,231.5,159.5,272.5
39000,19000,88.5,419.25,166.75,232.75,158.5,271.25
40000,19000,89.5,424.25,169.25,234.0,157.5,270.0
0,20000,50.0,225.0,70.0,185.0,195.0,315.0
1000,20000,51.0,230.0,72.5,186.25,194.0,313.75
2000,20000,52.0,235.0,75.0,187.5,193.0,312.5
3000,20000,53.0,240.0,77.5,188.75,192.0,311.25
4000,20000,54.0,245.0,80.0,190.0,191.0,310.0
5000,20000,55.0,250.0,82.5,191.25,190.0,308.75
6000,20000,56.0,255.0,85.0,192.5,189.0,307.5
7000,20000,57.0,260.0,87.5,193.75,188.0,306.25
8000,20000,58.0,265.0,90.0,195.0,187.0,305.0
9000,20000,59.0,270.0,92.5,196.25,186.0,303.75
10000,20000,60.0,275.0,95.0,197.5,185.0,302.5
11000,20000,61.0,280.0,97.5,198.75,184.0,301.25
12000,20000,62.0,285.0,100.0,200.0,183.0,300.0
13000,20000,63.0,290.0,102.5,201.25,182.0,298.75
14000,20000,64.0,295.0,105.0,202.5,181.0,297.5
15000,20000,65.0,300.0,107.5,203.75,180.0,296.25
16000,20000,66.0,305.0,110.0,205.0,179.0,295.0
17000,20000,67.0,310.0,112.5,206.25,178.0,293.75
18000,20000,68.0,315.0,115.0,207.5,177.0,292.5
19000,20000,69.0,320.0,117.5,208.75,176.0,291.25
20000,20000,70.0,325.0,120.0,210.0,175.0,290.0
21000,20000,71.0,330.0,122.5,211.25,174.0,288.75
22000,20000,72.0,335.0,125.0,212.5,173.0,287.5
23000,20000,73.0,340.0,127.5,213.75,172.0,286.25
24000,20000,74.0,345.0,130.0,215.0,171.0,285.0
25000,20000,75.0,350.0,132.5,216.25,170.0,283.75
26000,20000,76.0,355.0,135.0,217.5,169.0,282.5
27000,20000,77.0,360.0,137.5,218.75,168.0,281.25
28000,20000,78.0,365.0,140.0,220.0,167.0,280.0
29000,20000,79.0,370.0,142.5,221.25,166.0,278.75
30000,20000,80.0,375.0,145.0,222.5,165.0,277.5
31000,20000,81.0,380.0,147.5,223.75,164.0,276.25
32000,20000,82.0,385.0,150.0,225.0,163.0,275.0
33000,20000,83.0,390.0,152.5,226.25,162.0,273.75
34000,20000,84.0,395.0,155.0,227.5,161.0,272.5
35000,20000,85.0,400.0,157.5,228.75,160.0,271.25
36000,20000,86.0,405.0,160.0,230.0,159.0,270.0
37000,20000,87.0,410.0,162.5,231.25,158.0,268.75
38000,20000,88.0,415.0,165.0,232.5,157.0,267.5
39000,20000,89.0,420.0,167.5,233.75,156.0,266.25
40000,20000,90.0,425.0,170.0,235.0,155.0,265.0
0,21000,50.5,225.75,70.75,186.0,192.5,310.0
1000,21000,51.5,230.75,73.25,187.25,191.5,308.75
2000,21000,52.5,235.75,75.75,188.5,190.5,307.5
3000,21000,53.5,240.75,78.25,189.75,189.5,306.25
4000,21000,54.5,245.75,80.75,191.0,188.5,305.0
5000,21000,55.5,250.75,83.25,192.25,187.5,303.75
6000,21000,56.5,255.75,85.75,193.5,186.5,302.5
7000,21000,57.5,260.75,88.25,194.75,185.5,301.25
8000,21000,58.5,265.75,90.75,196.0,184.5,300.0
9000,21000,59.5,270.75,93.25,197.25,183.5,298.75
10000,21000,60.5,275.75,95.75,198.5,182.5,297.5
11000,21000,61.5,280.75,98.25,199.75,181.5,296.25
12000,21000,62.5,285.75,100.75,201.0,180.5,295.0
13000,21000,63.5,290.75,103.25,202.25,179.5,293.75
14000,21000,64.5,295.75,105.75,203.5,178.5,292.5
15000,21000,65.5,300.75,108.25,204.75,177.5,291.25
16000,21000,66.5,305.75,110.75,206.0,176.5,290.0
17000,21000,67.5,310.75,113.25,207.25,175.5,288.75
18000,21000,68.5,315.75,115.75,208.5,174.5,287.5
19000,21000,69.5,320.75,118.25,209.75,173.5,286.25
20000,21000,70.5,325.75,120.75,211.0,172.5,285.0
21000,21000,71.5,330.75,123.25,212.25,171.5,283.75
22000,21000,72.5,335.75,125.75,213.5,170.5,282.5
23000,21000,73.5,340.75,128.25,214.75,169.5,281.25
24000,21000,74.5,345.75,130.75,216.0,168.5,280.0
25000,21000,75.5,350.75,133.25,217.25,167.5,278.75
26000,21000,76.5,355.75,135.75,218.5,166.5,277.5
27000,21000,77.5,360.75,138.25,219.75,165.5,276.25
28000,21000,78.5,365.75,140.75,221.0,164.5,275.0
29000,21000,79.5,370.75,143.25,222.25,163.5,273.75
30000,21000,80.5,375.75,145.75,223.5,162.5,272.5
31000,21000,81.5,380.75,148.25,224.75,161.5,271.25
32000,21000,82.5,385.75,150.75,226.0,160.5,270.0
33000,21000,83.5,390.75,153.25,227.25,159.5,268.75
34000,21000,84.5,395.75,155.75,228.5,158.5,267.5
35000,21000,85.5,400.75,158.25,229.75,157.5,266.25
36000,21000,86.5,405.75,160.75,231.0,156.5,265.0
37000,21000,87.5,410.75,163.25,232.25,155.5,263.75
38000,21000,88.5,415.75,165.75,233.5,154.5,262.5
39000,21000,89.5,420.75,168.25,234.75,153.5,261.25
40000,21000,90.5,425.75,170.75,236.0,152.5,260.0
0,22000,51.0,226.5,71.5,187.0,190.0,305.0
1000,22000,52.0,231.5,74.0,188.25,189.0,303.75
2000,22000,53.0,236.5,76.5,189.5,188.0,302.5
3000,22000,54.0,241.5,79.0,190.75,187.0,301.25
4000,22000,55.0,246.5,81.5,192.0,186.0,300.0
5000,22000,56.0,251.5,84.0,193.25,185.0,298.75
6000,22000,57.0,256.5,86.5,194.5,184.0,297.5
7000,22000,58.0,261.5,89.0,195.75,183.0,296.25
8000,22000,59.0,266.5,91.5,197.0,182.0,295.0
9000,22000,60.0,271.5,94.0,198.25,181.0,293.75
10000,22000,61.0,276.5,96.5,199.5,180.0,292.5
11000,22000,62.0,281.5,99.0,200.75,179.0,291.25
12000,22000,63.0,286.5,101.5,202.0,178.0,290.0
13000,22000,64.0,291.5,104.0,203.25,177.0,288.75
14000,22000,65.0,296.5,106.5,204.5,176.0,287.5
15000,22000,66.0,301.5,109.0,205.75,175.0,286.25
16000,22000,67.0,306.5,111.5,207.0,174.0,285.0
17000,22000,68.0,311.5,114.0,208.25,173.0,283.75
18000,22000,69.0,316.5,116.5,209.5,172.0,282.5
19000,22000,70.0,321.5,119.0,210.75,171.0,281.25
20000,22000,71.0,326.5,121.5,212.0,170.0,280.0
21000,22000,72.0,331.5,124.0,213.25,169.0,278.75
22000,22000,73.0,336.5,126.5,214.5,168.0,277.5
23000,22000,74.0,341.5,129.0,215.75,167.0,276.25
24000,22000,75.0,346.5,131.5,217.0,166.0,275.0
25000,22000,76.0,351.5,134.0,218.25,165.0,273.75
26000,22000,77.0,356.5,136.5,219.5,164.0,272.5
